full_text;cleaned;cleaned_token;count;sentiment
@husnimubarak_id @lrtjabodebek @PT_Transjakarta @CommuterLine @jalur5_ @txttransportasi @BisKota_ Mantap abangku, tolong sering2 dipublish fasilitas publik gini karena ga banyak org tau. Siapa tau bisa membuka mata byk org bang;mantap abangku tolong dipublish fasilitas publik orang tau tau membuka mata byk orang bang;['mantap', 'abang', 'ku', 'tolong', 'dipublish', 'fasilitas', 'publik', 'orang', 'tau', 'tau', 'membuka', 'mata', 'byk', 'orang', 'bang'];0;netral
Hari ini traveling naik @lrtjabodebek  Thank you LRT Jabodetabek yang udah menyediakan air minum di stasiun karena sangat sangat dibutuhkan olah kami yang melakukan perjalanan jauh?? https://t.co/J445jIcL46;traveling thank you lrt jabodetabek menyediakan air minum stasiun dibutuhkan olah perjalanan jauh??;['traveling', 'thank', 'you', 'lrt', 'jabodetabek', 'menyediakan', 'air', 'minum', 'stasiun', 'dibutuhkan', 'olah', 'perjalanan', 'jauh??'];1;positif
LRT Jabodebek memperpanjang promo tarif hingga Maret 2024! Nikmati tarif maksimal Rp20.000 pada jam sibuk dan Rp10.000 di luar jam sibuk  https://t.co/LgjvnDhmBT;lrt jabodebek memperpanjang promo tarif hingga maret nikmati tarif maksimal rp jam sibuk rp jam sibuk;['lrt', 'jabodebek', 'memperpanjang', 'promo', 'tarif', 'hingga', 'maret', 'nikmati', 'tarif', 'maksimal', 'rp', 'jam', 'sibuk', 'rp', 'jam', 'sibuk'];0;netral
PT KAI Sebut Efek Rute Biskita Trans Bekasi terhadap LRT Jabodebek https://t.co/2GrtUdIfM8;pt kai efek biskita trans bekasi lrt jabodebek;['pt', 'kai', 'efek', 'biskita', 'trans', 'bekasi', 'lrt', 'jabodebek'];0;netral
@cant_tap @musafir_hidup @jalur5_ Bukan ny malah justru sering kejadian ampas kek pintu ga pas sama peron itu di LRT jabodebek ya? Soalny ada bbrp yg ngeluh??;ny kejadian ampas kek pintu peron lrt jabodebek soalny bbrp ngeluh??;['ny', 'kejadian', 'ampas', 'kek', 'pintu', 'peron', 'lrt', 'jabodebek', 'soalny', 'bbrp', 'ngeluh??'];-1;negatif
LRT Jabodebek Kembali Tambah Perjalanan di Hari Kerja, Segini Jumlahnya   https://t.co/jR8YsiiH1A via @tribunnews;lrt jabodebek perjalanan kerja segini;['lrt', 'jabodebek', 'perjalanan', 'kerja', 'segini'];0;netral
Anggota Komisi VI DPR RI F-PKS, Amin Ak, meminta agar jam operasional LRT Jabodebek diperpanjang dan kualitas layanan LRT ditingkatkan??  || @Aminakram_  #fraksipksdprri  #PKSpembelaRakyat  #PKSnomor8 https://t.co/HfUGCPge6v;anggota komisi vi dpr ri fpks amin ak jam operasional lrt jabodebek diperpanjang kualitas layanan lrt ditingkatkan?? fraksipksdprri pkspembelarakyat pksnomor;['anggota', 'komisi', 'vi', 'dpr', 'ri', 'fpks', 'amin', 'ak', 'jam', 'operasional', 'lrt', 'jabodebek', 'diperpanjang', 'kualitas', 'layanan', 'lrt', 'ditingkatkan??', 'fraksipksdprri', 'pkspembelarakyat', 'pksnomor'];1;positif
@husnimubarak_id @lrtjabodebek @PT_Transjakarta @CommuterLine @jalur5_ @txttransportasi @BisKota_ Iyaa bisa salah satunya, salah satunya lagi tidak pernah berfungsi;iyaa salah salah berfungsi;['iyaa', 'salah', 'salah', 'berfungsi'];-1;negatif
Hore! Warga Bekasi Kini Punya Biskita Trans, Terintegrasi LRT Jabodebek  https://t.co/X5IuEswkeD;hore warga bekasi biskita trans terintegrasi lrt jabodebek;['hore', 'warga', 'bekasi', 'biskita', 'trans', 'terintegrasi', 'lrt', 'jabodebek'];0;netral
biasa dan tingginya minat masyarakat menggunakan LRT Jabodebek.  KAI berharap dengan perpanjangan penambahan waktu layanan ini dapat mengakomodir kebutuhan pengguna dan memenuhi permintaan masyarakat yang terus meningkat.  #KAIPerpanjangLayananLRTJabodebek #keretaapikita;tingginya minat masyarakat lrt jabodebek kai berharap perpanjangan penambahan layanan mengakomodir kebutuhan pengguna memenuhi permintaan masyarakat meningkat kaiperpanjanglayananlrtjabodebek keretaapikita;['tinggi', 'nya', 'minat', 'masyarakat', 'lrt', 'jabodebek', 'kai', 'berharap', 'perpanjangan', 'penambahan', 'layanan', 'mengakomodir', 'kebutuhan', 'pengguna', 'memenuhi', 'permintaan', 'masyarakat', 'meningkat', 'kaiperpanjanglayananlrtjabodebek', 'keretaapikita'];3;positif
Pengguna Naik 16%, KAI Perpanjang Penerapan Penambahan Waktu Layanan Operasi LRT Jabodebek  KAI memperpanjang layanan LRT Jabodebek hingga Februari, dengan waktu operasional hingga 23.03 WIB.  Perpanjangan penambahan waktu layanan ini sebagai respon terhadap antusiasme yang luar https://t.co/gBtOPbmVWk;pengguna kai perpanjang penerapan penambahan layanan operasi lrt jabodebek kai memperpanjang layanan lrt jabodebek hingga februari operasional hingga wib perpanjangan penambahan layanan respon antusiasme;['pengguna', 'kai', 'perpanjang', 'penerapan', 'penambahan', 'layanan', 'operasi', 'lrt', 'jabodebek', 'kai', 'memperpanjang', 'layanan', 'lrt', 'jabodebek', 'hingga', 'februari', 'operasional', 'hingga', 'wib', 'perpanjangan', 'penambahan', 'layanan', 'respon', 'antusiasme'];1;positif
@lrtjabodebek ini jalannya bener2 kaya keong ya...udah lah pakek masinis ajaa biar bisa adjust sana sini??;jalannya bener kaya keong yaudah pakek masinis ajaa biar adjust sini??;['jalan', 'nya', 'bener', 'kaya', 'keong', 'yaudah', 'pakek', 'masinis', 'ajaa', 'biar', 'adjust', 'sini??'];-1;negatif
Selamat hari senin! Setelah diresmikan 3 Maret 2024, akhirnya BisKita Trans Bekasi Patriot sudah bisa melayani pelanggan dan terintegrasi dengan LRT Jabodebek dan Transjakarta.  Untuk peta dan layanan operasi BisKita dapat dilihat di slide berikutnya. https://t.co/DqiSLNneGf;selamat diresmikan maret biskita trans bekasi patriot melayani pelanggan terintegrasi lrt jabodebek transjakarta peta layanan operasi biskita slide;['selamat', 'diresmikan', 'maret', 'biskita', 'trans', 'bekasi', 'patriot', 'melayani', 'pelanggan', 'terintegrasi', 'lrt', 'jabodebek', 'transjakarta', 'peta', 'layanan', 'operasi', 'biskita', 'slide'];0;netral
Nih, ada kabar baik buat kamu, para pengguna LRT Jabodebek yang suka pulang malam atau lembur dadakan! Mulai 16 Januari, LRT Jabodebek bikin penyesuaian baru dengan memperpanjang waktu layanan operasi. #LayananLRTJabodebekDiperpanjang https://t.co/GcPem5mscr;nih kabar pengguna lrt jabodebek suka pulang malam lembur dadakan januari lrt jabodebek bikin penyesuaian memperpanjang layanan operasi layananlrtjabodebekdiperpanjang;['nih', 'kabar', 'pengguna', 'lrt', 'jabodebek', 'suka', 'pulang', 'malam', 'lembur', 'dadakan', 'januari', 'lrt', 'jabodebek', 'bikin', 'penyesuaian', 'memperpanjang', 'layanan', 'operasi', 'layananlrtjabodebekdiperpanjang'];0;netral
Hari Minggu (3/3) Pemerintah Kota Bekasi dan Badan Pengelola Transportasi Jabodetabek Kemenhub mengoperasikan Biskita Trans Patriot koridor Summarecon Bekasi - Vida Bekasi. Rute Biskita ini terintegrasi dengan LRT Jabodebek di Revo Town Mall - Stasiun Bekasi Barat.  Terdapat 15� https://t.co/EEJaIWRpcu;pemerintah kota bekasi badan pengelola transportasi jabodetabek kemenhub mengoperasikan biskita trans patriot koridor summarecon bekasi vida bekasi biskita terintegrasi lrt jabodebek revo town mall stasiun bekasi barat�;['pemerintah', 'kota', 'bekasi', 'badan', 'pengelola', 'transportasi', 'jabodetabek', 'kemenhub', 'mengoperasikan', 'biskita', 'trans', 'patriot', 'koridor', 'summarecon', 'bekasi', 'vida', 'bekasi', 'biskita', 'terintegrasi', 'lrt', 'jabodebek', 'revo', 'town', 'mall', 'stasiun', 'bekasi', 'barat�'];0;netral
@lrtjabodebek Min berarti klo kita naik di harjamukti jam 5:32 kena tarif terjauh 10rb?;min klo harjamukti jam kena tarif terjauh rb;['min', 'klo', 'harjamukti', 'jam', 'kena', 'tarif', 'terjauh', 'rb'];0;netral
Informasi lengkap skema pengenaan tarif minimal dan maksimal LRT Jabodebek yang berlaku dengan tarif promo hingga bulan Maret 2024.  https://t.co/Srcn6WtZyw;informasi lengkap skema pengenaan tarif minimal maksimal lrt jabodebek tarif promo hingga maret;['informasi', 'lengkap', 'skema', 'pengenaan', 'tarif', 'minimal', 'maksimal', 'lrt', 'jabodebek', 'tarif', 'promo', 'hingga', 'maret'];0;netral
@narista_ @lrtjabodebek @PT_Transjakarta @CommuterLine @jalur5_ @txttransportasi @BisKota_ eskalator cuma naik aja;eskalator;['eskalator'];0;netral
@adhityadiit @lrtjabodebek @PT_Transjakarta @CommuterLine @jalur5_ @txttransportasi @BisKota_ Iyaa cuma ada satu eskalator ya;iyaa eskalator;['iyaa', 'eskalator'];0;netral
Di kanopi jalur pejalan kaki dari/ke ??arkiran Travoy Hub TMII banyak nih. Sayang gak ada  predator burung/kadal/tokek dll di sekitarnya @lrtjabodebek @official_jmrb;kanopi jalur pejalan kaki darike??arkiran travoy hub tmii nih sayang predator burungkadaltokek;['kanopi', 'jalur', 'pejalan', 'kaki', 'darike??arkiran', 'travoy', 'hub', 'tmii', 'nih', 'sayang', 'predator', 'burungkadaltokek'];0;netral
@rosiful_amr @zaidanmuda @lrtjabodebek @PT_Transjakarta @CommuterLine @jalur5_ @txttransportasi @BisKota_ Kagak nyambung wkwk;kagak nyambung wkwk;['kagak', 'nyambung', 'wkwk'];0;netral
Tanah Kusir rencananya kena 6 ruas tol dalam kota, kemudian daerah dekat TPU Petamburan jg kena tol itu + LRT Jabodebek.  Petak tankus - harus dibangun jalan inspeksi deh + dipagar, buat meminimalisir hal aneh aneh;tanah kusir rencananya kena ruas tol kota daerah tpu petamburan jg kena tol lrt jabodebek petak tankus dibangun jalan inspeksi deh dipagar meminimalisir hal aneh aneh;['tanah', 'kusir', 'rencana', 'nya', 'kena', 'ruas', 'tol', 'kota', 'daerah', 'tpu', 'petamburan', 'jg', 'kena', 'tol', 'lrt', 'jabodebek', 'petak', 'tankus', 'dibangun', 'jalan', 'inspeksi', 'deh', 'dipagar', 'meminimalisir', 'hal', 'aneh', 'aneh'];0;netral
@aNitaa_am @kang_komen_01 @ardiuna @husnimubarak_id @lrtjabodebek @PT_Transjakarta @CommuterLine @jalur5_ @txttransportasi @BisKota_ Silahkan naik mikrotrans JAK 90 rute Tanjung Priok - Rusun Kemayoran turun di Tanjung Priok, lanjut naik 10H arah Bundaran  Senayan transit di Petojo lanjut naik koridor 3 rute Kalideres - Monas arah Kalideres turun di rawa buaya/ 2A rute Pulo Gadung - Rawa Buaya;silahkan mikrotrans jak tanjung priok rusun kemayoran turun tanjung priok h bundaran senayan transit petojo koridor kalideres monas kalideres turun rawa buaya a pulo gadung rawa buaya;['silahkan', 'mikrotrans', 'jak', 'tanjung', 'priok', 'rusun', 'kemayoran', 'turun', 'tanjung', 'priok', 'h', 'bundaran', 'senayan', 'transit', 'petojo', 'koridor', 'kalideres', 'monas', 'kalideres', 'turun', 'rawa', 'buaya', 'a', 'pulo', 'gadung', 'rawa', 'buaya'];-1;negatif
vt ku yg mrt sempet fyp, ini yg tije mayan juga lah viewsnya. next mau buat versi LRT jabodebek soalnya yg LRTJ udah pernah.  tp jujur LRTJ &gt &gt &gt &gt &gt  LRT Jabodebek;vt ku mrt sempet fyp tije mayan viewsnya next versi lrt jabodebek lrtj tp jujur lrtj gt gt gt gt gt lrt jabodebek;['vt', 'ku', 'mrt', 'sempet', 'fyp', 'tije', 'mayan', 'viewsnya', 'next', 'versi', 'lrt', 'jabodebek', 'lrtj', 'tp', 'jujur', 'lrtj', 'gt', 'gt', 'gt', 'gt', 'gt', 'lrt', 'jabodebek'];1;positif
@anomparikesit_ Halo Kak @anomparikesit_ ,selamat siang. Saat ini LRT Jakarta melayani rute Pegangsaan Dua hingga Velodrome saja. Jika mimin cek untuk foto tersebut dari LRT Jabodebek, informasinya bisa disampaikan ke mimin LRT Jabodebeknya di akun @lrtjabodebek  ya. Terima kasih ??(FR);halo kak selamat siang lrt jakarta melayani pegangsaan hingga velodrome mimin cek foto lrt jabodebek informasinya mimin lrt jabodebeknya akun terima kasih??fr;['halo', 'kak', 'selamat', 'siang', 'lrt', 'jakarta', 'melayani', 'pegangsaan', 'hingga', 'velodrome', 'mimin', 'cek', 'foto', 'lrt', 'jabodebek', 'informasi', 'nya', 'mimin', 'lrt', 'jabodebeknya', 'akun', 'terima', 'kasih??fr'];0;netral
@sooyaasurakarta @txttransportasi Targetin numpuk di dukuh atas dulu keknya biar nyambung LRT Jabodebek, KRL, MRT;targetin numpuk dukuh keknya biar nyambung lrt jabodebek krl mrt;['targetin', 'numpuk', 'dukuh', 'kek', 'nya', 'biar', 'nyambung', 'lrt', 'jabodebek', 'krl', 'mrt'];0;netral
@chillkancill @lrtjabodebek @PT_Transjakarta @CommuterLine @jalur5_ @txttransportasi @BisKota_ udah bisa liftnya.;liftnya;['lift', 'nya'];0;netral
@husnimubarak_id @lrtjabodebek @PT_Transjakarta @CommuterLine @jalur5_ @txttransportasi @BisKota_ Nahkan udah banyak tuh JPO aman nyaman, kalian kok maunya seragam dan sama, maunya suka ama orang putih doang, maunya sama yang mancung doang, ini kan beneka tungal ika, beragam dong jadi gak kabet loh kok beda tuh JPO.;nahkan tuh jpo aman nyaman maunya seragam maunya suka ama orang putih maunya mancung beneka tungal ika beragam kabet loh beda tuh jpo;['nahkan', 'tuh', 'jpo', 'aman', 'nyaman', 'mau', 'nya', 'seragam', 'mau', 'nya', 'suka', 'ama', 'orang', 'putih', 'mau', 'nya', 'mancung', 'beneka', 'tungal', 'ika', 'beragam', 'kabet', 'loh', 'beda', 'tuh', 'jpo'];3;positif
#LRT Jabodebek @infoJATIASIH @INurfajri from Cikunir to Dukuh atas. https://t.co/BCDuDEFueT;lrt jabodebek from cikunir to dukuh;['lrt', 'jabodebek', 'from', 'cikunir', 'to', 'dukuh'];0;netral
@husnimubarak_id @lrtjabodebek @PT_Transjakarta @CommuterLine @jalur5_ @txttransportasi @BisKota_ Tapi salah satu liftnya cuma jadi pajangan dari pertama kali dibuka;salah liftnya pajangan dibuka;['salah', 'lift', 'nya', 'pajangan', 'dibuka'];-1;negatif
Kemenhub Perpanjang Tarif Promo LRT Jabodebek Hingga 31 Maret 2024 https://t.co/1tFujBJ0OL;kemenhub perpanjang tarif promo lrt jabodebek hingga maret;['kemenhub', 'perpanjang', 'tarif', 'promo', 'lrt', 'jabodebek', 'hingga', 'maret'];0;netral
@aNitaa_am @kang_komen_01 @ardiuna @husnimubarak_id @lrtjabodebek @PT_Transjakarta @CommuterLine @jalur5_ @BisKota_ Bisa mengakses bus TJ koridor 10 dari Halte Sunter Kelapa Gading kak, jalan kaki sekitar 500 meter. https://t.co/jPk6kh4402;mengakses bus tj koridor halte sunter kelapa gading kak jalan kaki meter;['mengakses', 'bus', 'tj', 'koridor', 'halte', 'sunter', 'kelapa', 'gading', 'kak', 'jalan', 'kaki', 'meter'];0;netral
@dontwasteurtim3 Selamat siang, untuk tarif perjalanan LRT, silakan mention atau DM @lrtjabodebek, ya. Trims.;selamat siang tarif perjalanan lrt silakan mention dm trims;['selamat', 'siang', 'tarif', 'perjalanan', 'lrt', 'silakan', 'mention', 'dm', 'trims'];0;netral
@kang_komen_01 @ardiuna @husnimubarak_id @lrtjabodebek @PT_Transjakarta @CommuterLine @jalur5_ @txttransportasi @BisKota_ Maaf, izin tanya Halte traja yg deket Dari Ibis Style Sunter halte apaan ya? Mau ke halte rawa buaya, cengkareng;maaf izin halte traja deket ibis style sunter halte halte rawa buaya cengkareng;['maaf', 'izin', 'halte', 'traja', 'deket', 'ibis', 'style', 'sunter', 'halte', 'halte', 'rawa', 'buaya', 'cengkareng'];0;netral
@lrtjabodebek  Mhn dibuatkan petunjuk dg menambah lampu agar masyarakat tdk bingung saat menggunakan layanan LRT.  Terima kasih @kemenhub151  @KemenBUMN;mhn dibuatkan petunjuk dg menambah lampu masyarakat tdk bingung layanan lrt terima kasih;['mhn', 'dibuatkan', 'petunjuk', 'dg', 'menambah', 'lampu', 'masyarakat', 'tdk', 'bingung', 'layanan', 'lrt', 'terima', 'kasih'];0;netral
@husnimubarak_id @lrtjabodebek @PT_Transjakarta @CommuterLine @jalur5_ @txttransportasi @BisKota_ Betul, ditambah jalan kaki dari simpangan diakhir tangga turunnya kurang bersahabat;ditambah jalan kaki simpangan diakhir tangga turunnya bersahabat;['ditambah', 'jalan', 'kaki', 'simpangan', 'diakhir', 'tangga', 'turun', 'nya', 'bersahabat'];-1;negatif
@freedeveryego @GunaOneMerdeka Bendungan sudah dibuat, sodetan ciliwung juga. Kemaren itu bukan banjir kiriman dari hulu, tapi curah hujan lokal yang tinggi. MRT dibuat, LRT Jabodebek dibuat, Anies buat apa?;bendungan sodetan ciliwung kemaren banjir kiriman hulu curah hujan lokal mrt lrt jabodebek anies;['bendungan', 'sodetan', 'ciliwung', 'kemaren', 'banjir', 'kiriman', 'hulu', 'curah', 'hujan', 'lokal', 'mrt', 'lrt', 'jabodebek', 'anies'];0;netral
@jalur5_ @CommuterLine @lrtjabodebek @KAI121 @kemenhub151 btw kapan @CommuterLine diakuisisi oleh @mrtjakarta ?;btw diakuisisi;['btw', 'diakuisisi'];0;netral
@husnimubarak_id @Terziora @lrtjabodebek @PT_Transjakarta @CommuterLine @jalur5_ @txttransportasi @BisKota_ Menurut w JPO beratap tuh sebenernya cuma nilai plus, kalo ga ada atap nilainya jadi 0, bukan jadi minus;w jpo beratap tuh nilai plus atap nilainya minus;['w', 'jpo', 'beratap', 'tuh', 'nilai', 'plus', 'atap', 'nilai', 'nya', 'minus'];0;netral
@Terziora @husnimubarak_id @lrtjabodebek @PT_Transjakarta @CommuterLine @jalur5_ @txttransportasi @BisKota_ Nahh itu baru komparasi yang fair;nahh komparasi fair;['nahh', 'komparasi', 'fair'];0;netral
@zaidanmuda @husnimubarak_id @lrtjabodebek @PT_Transjakarta @CommuterLine @jalur5_ @txttransportasi @BisKota_ kalao gak pernah naik atau menikmati fasum mendingan diem aja. gak paham juga;kalao menikmati fasum mendingan diem paham;['kalao', 'menikmati', 'fasum', 'mendingan', 'diem', 'paham'];0;netral
Tarif Promo LRT Jabodebek Diperpanjang Hingga 31 Maret 2024  Direktorat Jenderal Perkeretaapian (DJKA) Kementerian Perhubungan (Kemenhub)...  #NewsUpdate #Jakarta #InfoJakarta #Transportasi #Kemenhub #LRT #LRTJabodetabek #Promo   https://t.co/Qm44VSfrQL;tarif promo lrt jabodebek diperpanjang hingga maret direktorat jenderal perkeretaapian djka kementerian perhubungan kemenhub newsupdate jakarta infojakarta transportasi kemenhub lrt lrtjabodetabek promo;['tarif', 'promo', 'lrt', 'jabodebek', 'diperpanjang', 'hingga', 'maret', 'direktorat', 'jenderal', 'perkeretaapian', 'djka', 'kementerian', 'perhubungan', 'kemenhub', 'newsupdate', 'jakarta', 'infojakarta', 'transportasi', 'kemenhub', 'lrt', 'lrtjabodetabek', 'promo'];0;netral
@fijariografi @txttransportasi LRT jakarta punya pemda DKI LRT jabodebek punya KAI/pempus;lrt jakarta pemda dki lrt jabodebek kaipempus;['lrt', 'jakarta', 'pemda', 'dki', 'lrt', 'jabodebek', 'kaipempus'];0;netral
@txttransportasi Ya ampun gue baru tau LRT Jakarta dengan LRT Jabodebek ternyata beda ya. Ada yang tau kenapa dibedain ga sih? Bingung wkwk;ampun tau lrt jakarta lrt jabodebek beda tau dibedain bingung wkwk;['ampun', 'tau', 'lrt', 'jakarta', 'lrt', 'jabodebek', 'beda', 'tau', 'dibedain', 'bingung', 'wkwk'];0;netral
@baprasde @lrtjabodebek @PT_Transjakarta @CommuterLine @jalur5_ @txttransportasi @BisKota_ Gak ada eskalator turun ya ??;eskalator turun??;['eskalator', 'turun??'];-1;negatif
@husnimubarak_id @lrtjabodebek @PT_Transjakarta @CommuterLine @jalur5_ @txttransportasi @BisKota_ Semoga sepanjang jalan.. di jalan sudirman semua diatapin.. kasian yg naik motor kehujanan..  Gitu bang;semoga jalan jalan sudirman diatapin kasian motor kehujanan bang;['semoga', 'jalan', 'jalan', 'sudirman', 'diatapin', 'kasian', 'motor', 'kehujanan', 'bang'];0;netral
@husnimubarak_id @lrtjabodebek @PT_Transjakarta @CommuterLine @jalur5_ @txttransportasi @BisKota_ Tangganya kecil tapi ini ????;tangganya????;['tangganya????'];-1;negatif
@ardiuna @husnimubarak_id @lrtjabodebek @PT_Transjakarta @CommuterLine @jalur5_ @txttransportasi @BisKota_ Petugas busway kan deket mas..;petugas busway deket;['petugas', 'busway', 'deket'];0;netral
@husnimubarak_id @lrtjabodebek @PT_Transjakarta @CommuterLine @jalur5_ @txttransportasi @BisKota_ JPO ini masih punya kekurangan krusial, yaitu akses tangganya yg ke arah TJ dan KRL sempit dan lumayan terjal, malah jadi titik bottleneck.;jpo kekurangan krusial akses tangganya tj krl sempit lumayan terjal titik bottleneck;['jpo', 'kekurangan', 'krusial', 'akses', 'tangga', 'nya', 'tj', 'krl', 'sempit', 'lumayan', 'terjal', 'titik', 'bottleneck'];0;netral
@husnimubarak_id @lrtjabodebek @PT_Transjakarta @CommuterLine @jalur5_ @txttransportasi @BisKota_ Kalau exit dari Sta Cawang memang enak, kalau entrance ke sta KRL Cawangnya itu ya naudzubillah.. ??;exit sta cawang enak entrance sta krl cawangnya naudzubillah??;['exit', 'sta', 'cawang', 'enak', 'entrance', 'sta', 'krl', 'cawangnya', 'naudzubillah??'];0;netral
@husnimubarak_id @lrtjabodebek @PT_Transjakarta @CommuterLine @jalur5_ @txttransportasi @BisKota_ Tambah ada lift sama escalator mas... ??;lift escalator??;['lift', 'escalator??'];0;netral
@husnimubarak_id @lrtjabodebek @PT_Transjakarta @CommuterLine @jalur5_ @txttransportasi @BisKota_ Yg perlu dibenerin akses menuju KRL, harusnya ada tangga yg langsung ke gate bawah mengingat eskalator cuma buat naik. Jaga2 lift mati.  Pelindung dari tampias. Kalo ujan, becek dimana2, bahaya kepleset.;dibenerin akses krl tangga langsung gate eskalator jaga lift mati pelindung tampias ujan becek bahaya kepleset;['dibenerin', 'akses', 'krl', 'tangga', 'langsung', 'gate', 'eskalator', 'jaga', 'lift', 'mati', 'pelindung', 'tampias', 'ujan', 'becek', 'bahaya', 'kepleset'];0;netral
Direktorat Jenderal Perkeretaapian (DJKA) Kementerian Perhubungan (Kemenhub) memperpanjang pemberlakuan tarif promo LRT Jabodebek hingga 31 Maret 2024. https://t.co/P63YIJ0cFl;direktorat jenderal perkeretaapian djka kementerian perhubungan kemenhub memperpanjang pemberlakuan tarif promo lrt jabodebek hingga maret;['direktorat', 'jenderal', 'perkeretaapian', 'djka', 'kementerian', 'perhubungan', 'kemenhub', 'memperpanjang', 'pemberlakuan', 'tarif', 'promo', 'lrt', 'jabodebek', 'hingga', 'maret'];0;netral
@husnimubarak_id @lrtjabodebek @PT_Transjakarta @CommuterLine @jalur5_ @txttransportasi @BisKota_ Atapnya kudu dibongkar sih, supaya memiliki sense dimensi ruang dan vista la vida kemacetan MT Haryono.;atapnya kudu dibongkar memiliki sense dimensi ruang vista la vida kemacetan mt haryono;['atap', 'nya', 'kudu', 'dibongkar', 'memiliki', 'sense', 'dimensi', 'ruang', 'vista', 'la', 'vida', 'kemacetan', 'mt', 'haryono'];0;netral
Tarif Promo LRT Jabodebek Diperpanjang hingga 31 Maret 2024 https://t.co/JHOHMHjzM7 #beritasatu #news #berita;tarif promo lrt jabodebek diperpanjang hingga maret news berita;['tarif', 'promo', 'lrt', 'jabodebek', 'diperpanjang', 'hingga', 'maret', 'news', 'berita'];0;netral
@jalur5_ @CommuterLine ke bekasi udah ada alternatif @lrtjabodebek mungkin sbntr lagi bakal sampe bogor. tinggal alternatif kereta ke arah barat JKT yg belom ada. biar gak monopoli @KAI121 cc @kemenhub151;bekasi alternatif sbntr sampe bogor tinggal alternatif kereta barat jkt belom biar monopoli cc;['bekasi', 'alternatif', 'sbntr', 'sampe', 'bogor', 'tinggal', 'alternatif', 'kereta', 'barat', 'jkt', 'belom', 'biar', 'monopoli', 'cc'];0;netral
@narista_ @husnimubarak_id @lrtjabodebek @PT_Transjakarta @CommuterLine @jalur5_ @txttransportasi @BisKota_ nah iya, tapi lahannya juga terbatas sih jadi bingung juga;lahannya terbatas bingung;['lahan', 'nya', 'terbatas', 'bingung'];-1;negatif
@Terziora @ilytreethousand @lrtjabodebek @PT_Transjakarta @CommuterLine @jalur5_ @txttransportasi @BisKota_ Wkwkw bener ugha ya. Langsung skakmat.;wkwkw bener ugha langsung skakmat;['wkwkw', 'bener', 'ugha', 'langsung', 'skakmat'];0;netral
@ilytreethousand @husnimubarak_id @lrtjabodebek @PT_Transjakarta @CommuterLine @jalur5_ @txttransportasi @BisKota_ yg di bundaran senayan aja ada atapnya yg gbk ada atapnya padahal menghubungkan 2 tempat outdoor ??;bundaran senayan atapnya gbk atapnya menghubungkan outdoor??;['bundaran', 'senayan', 'atap', 'nya', 'gbk', 'atap', 'nya', 'menghubungkan', 'outdoor??'];0;netral
@husnimubarak_id @lrtjabodebek @PT_Transjakarta @CommuterLine @jalur5_ @txttransportasi @BisKota_ Kalo mau dibandingin kurang fair. Ini menghubungkan 2 tempat indoor, wajar pake atap. Kalo yg lg viral itu menghubungkan 2 tempat outdoor;dibandingin fair menghubungkan indoor wajar pake atap lg viral menghubungkan outdoor;['dibandingin', 'fair', 'menghubungkan', 'indoor', 'wajar', 'pake', 'atap', 'lg', 'viral', 'menghubungkan', 'outdoor'];0;netral
@Deaaaaala @husnimubarak_id @lrtjabodebek @PT_Transjakarta @CommuterLine @jalur5_ @txttransportasi @BisKota_ Yang penting ada atapnya??;atapnya??;['atapnya??'];0;netral
@husnimubarak_id @lrtjabodebek @PT_Transjakarta @CommuterLine @jalur5_ @txttransportasi @BisKota_ Tapi sempit tangganya??;sempit tangganya??;['sempit', 'tangganya??'];-1;negatif
@husnimubarak_id @lrtjabodebek @PT_Transjakarta @CommuterLine @jalur5_ @txttransportasi @BisKota_ Diujung integrasi ke stasiun Cawangnya menyulitkan sih tapi;diujung integrasi stasiun cawangnya menyulitkan;['diujung', 'integrasi', 'stasiun', 'cawangnya', 'menyulitkan'];-1;negatif
@ardiuna @lrtjabodebek @PT_Transjakarta @CommuterLine @jalur5_ @txttransportasi @BisKota_ Nah @lrtjabodebek @PT_Transjakarta @CommuterLine mungkin ada pengamanan yg standby?;pengamanan standby;['pengamanan', 'standby'];0;netral
Dengan penambahan trainset LRT Jabodebek, headway atau waktu tunggu antarkereta menjadi lebih singkat dari sebelumnya. https://t.co/4k0JjaIxnq;penambahan trainset lrt jabodebek headway tunggu antarkereta singkat;['penambahan', 'trainset', 'lrt', 'jabodebek', 'headway', 'tunggu', 'antarkereta', 'singkat'];1;positif
@husnimubarak_id @lrtjabodebek @PT_Transjakarta @CommuterLine @jalur5_ @txttransportasi @BisKota_ minus eskalator tangga kecil bgt aja ??;minus eskalator tangga??;['minus', 'eskalator', 'tangga??'];-1;negatif
Makasih @lrtjabodebek lop u 1000 dah;lop u dah;['lop', 'u', 'dah'];1;positif
PT KAI Operasikan 18 Trainset LRT Jabodebek Sekaligus Hari Ini https://t.co/FuhmMZ6xwB . ';pt kai operasikan trainset lrt jabodebek;['pt', 'kai', 'operasikan', 'trainset', 'lrt', 'jabodebek'];0;netral
LRT Jabodebek menambah dua rangkaian kereta atau trainset (TS) yang dioperasikan mulai hari ini, Jumat (1/3/2024). https://t.co/958CHRnSrR;lrt jabodebek menambah rangkaian kereta trainset ts dioperasikan;['lrt', 'jabodebek', 'menambah', 'rangkaian', 'kereta', 'trainset', 'ts', 'dioperasikan'];1;positif
